"12812: Kommunestyre- og fylkestingsvalget. Valgdeltakelse (prosent), etter region, alder, utdanningsnivå, statistikkvariabel, fireårlig og kjønn"

"region";"alder";"utdanningsnivå";"Valgdeltakelse 2019 Menn";"Valgdeltakelse 2019 Kvinner"
"3013 Marker";"25-44 år";"Universitets- og høgskolenivå";76.7;76.9
"3013 Marker";"25-44 år";"Uoppgitt eller ingen fullført utdanning";6.9;30.4
"3013 Marker";"45-66 år";"Utdanningsnivå i alt";66.2;74.4
"3013 Marker";"45-66 år";"Grunnskolenivå";53.9;57.0
"3013 Marker";"45-66 år";"Videregående skolenivå";71.6;83.6
"3013 Marker";"45-66 år";"Universitets- og høgskolenivå";82.4;85.4
"3013 Marker";"45-66 år";"Uoppgitt eller ingen fullført utdanning";41.7;37.9
"3013 Marker";"67-79 år";"Utdanningsnivå i alt";73.8;73.0
"3013 Marker";"67-79 år";"Grunnskolenivå";63.9;66.4
"3013 Marker";"67-79 år";"Videregående skolenivå";81.4;74.5
"3013 Marker";"67-79 år";"Universitets- og høgskolenivå";80.4;85.0
"3013 Marker";"67-79 år";"Uoppgitt eller ingen fullført utdanning";50.0;50.0
"3013 Marker";"80 år eller eldre";"Utdanningsnivå i alt";61.4;63.8
"3013 Marker";"80 år eller eldre";"Grunnskolenivå";53.5;56.8
"3013 Marker";"80 år eller eldre";"Videregående skolenivå";72.7;73.2
"3013 Marker";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3013 Marker";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";50.0;.
"3014 Indre Østfold";"Alder i alt";"Utdanningsnivå i alt";54.8;60.5
"3014 Indre Østfold";"Alder i alt";"Grunnskolenivå";42.6;47.3
"3014 Indre Østfold";"Alder i alt";"Videregående skolenivå";61.4;66.0
"3014 Indre Østfold";"Alder i alt";"Universitets- og høgskolenivå";73.2;73.9
"3014 Indre Østfold";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";12.3;21.2
"3014 Indre Østfold";"18-19 år";"Utdanningsnivå i alt";49.4;56.5
"3014 Indre Østfold";"18-19 år";"Grunnskolenivå";49.7;57.6
"3014 Indre Østfold";"18-19 år";"Videregående skolenivå";..;100.0
"3014 Indre Østfold";"18-19 år";"Universitets- og høgskolenivå";.;.
"3014 Indre Østfold";"18-19 år";"Uoppgitt eller ingen fullført utdanning";28.6;..
"3014 Indre Østfold";"20-24 år";"Utdanningsnivå i alt";31.2;43.7
"3014 Indre Østfold";"20-24 år";"Grunnskolenivå";21.2;28.9
"3014 Indre Østfold";"20-24 år";"Videregående skolenivå";37.8;49.9
"3014 Indre Østfold";"20-24 år";"Universitets- og høgskolenivå";:;:
"3014 Indre Østfold";"20-24 år";"Uoppgitt eller ingen fullført utdanning";11.5;8.7
"3014 Indre Østfold";"25-44 år";"Utdanningsnivå i alt";39.7;49.0
"3014 Indre Østfold";"25-44 år";"Grunnskolenivå";26.5;32.4
"3014 Indre Østfold";"25-44 år";"Videregående skolenivå";46.0;49.8
"3014 Indre Østfold";"25-44 år";"Universitets- og høgskolenivå";62.8;65.1
"3014 Indre Østfold";"25-44 år";"Uoppgitt eller ingen fullført utdanning";9.1;18.8
"3014 Indre Østfold";"45-66 år";"Utdanningsnivå i alt";61.8;67.0
"3014 Indre Østfold";"45-66 år";"Grunnskolenivå";50.4;51.3
"3014 Indre Østfold";"45-66 år";"Videregående skolenivå";66.5;71.5
"3014 Indre Østfold";"45-66 år";"Universitets- og høgskolenivå";77.7;81.2
"3014 Indre Østfold";"45-66 år";"Uoppgitt eller ingen fullført utdanning";15.6;26.2
"3014 Indre Østfold";"67-79 år";"Utdanningsnivå i alt";76.1;75.1
"3014 Indre Østfold";"67-79 år";"Grunnskolenivå";62.7;59.8
"3014 Indre Østfold";"67-79 år";"Videregående skolenivå";82.0;80.6
"3014 Indre Østfold";"67-79 år";"Universitets- og høgskolenivå";85.3;88.4
"3014 Indre Østfold";"67-79 år";"Uoppgitt eller ingen fullført utdanning";18.5;32.6
"3014 Indre Østfold";"80 år eller eldre";"Utdanningsnivå i alt";68.8;57.4
"3014 Indre Østfold";"80 år eller eldre";"Grunnskolenivå";57.6;49.3
"3014 Indre Østfold";"80 år eller eldre";"Videregående skolenivå";76.5;63.0
"3014 Indre Østfold";"80 år eller eldre";"Universitets- og høgskolenivå";76.2;71.4
"3014 Indre Østfold";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";37.5;26.7
"3015 Skiptvet";"Alder i alt";"Utdanningsnivå i alt";61.3;66.1
"3015 Skiptvet";"Alder i alt";"Grunnskolenivå";51.6;54.4
"3015 Skiptvet";"Alder i alt";"Videregående skolenivå";68.8;69.3
"3015 Skiptvet";"Alder i alt";"Universitets- og høgskolenivå";75.4;81.4
"3015 Skiptvet";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";15.3;29.6
"3015 Skiptvet";"18-19 år";"Utdanningsnivå i alt";60.3;63.4
"3015 Skiptvet";"18-19 år";"Grunnskolenivå";60.3;65.0
"3015 Skiptvet";"18-19 år";"Videregående skolenivå";.;..
"3015 Skiptvet";"18-19 år";"Universitets- og høgskolenivå";.;.
"3015 Skiptvet";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3015 Skiptvet";"20-24 år";"Utdanningsnivå i alt";41.4;48.7
"3015 Skiptvet";"20-24 år";"Grunnskolenivå";34.6;42.9
"3015 Skiptvet";"20-24 år";"Videregående skolenivå";47.1;45.6
"3015 Skiptvet";"20-24 år";"Universitets- og høgskolenivå";:;:
"3015 Skiptvet";"20-24 år";"Uoppgitt eller ingen fullført utdanning";33.3;..
"3015 Skiptvet";"25-44 år";"Utdanningsnivå i alt";50.0;58.0
"3015 Skiptvet";"25-44 år";"Grunnskolenivå";30.7;46.2
"3015 Skiptvet";"25-44 år";"Videregående skolenivå";59.2;59.4
"3015 Skiptvet";"25-44 år";"Universitets- og høgskolenivå";72.1;71.5
"3015 Skiptvet";"25-44 år";"Uoppgitt eller ingen fullført utdanning";6.3;31.0
"3015 Skiptvet";"45-66 år";"Utdanningsnivå i alt";68.1;74.1
"3015 Skiptvet";"45-66 år";"Grunnskolenivå";61.5;56.5
"3015 Skiptvet";"45-66 år";"Videregående skolenivå";75.6;77.1
"3015 Skiptvet";"45-66 år";"Universitets- og høgskolenivå";76.5;91.0
"3015 Skiptvet";"45-66 år";"Uoppgitt eller ingen fullført utdanning";18.2;25.0
"3015 Skiptvet";"67-79 år";"Utdanningsnivå i alt";75.2;76.1
"3015 Skiptvet";"67-79 år";"Grunnskolenivå";62.3;64.1
"3015 Skiptvet";"67-79 år";"Videregående skolenivå";78.5;80.7
"3015 Skiptvet";"67-79 år";"Universitets- og høgskolenivå";88.6;89.7
"3015 Skiptvet";"67-79 år";"Uoppgitt eller ingen fullført utdanning";66.7;100.0
"3015 Skiptvet";"80 år eller eldre";"Utdanningsnivå i alt";68.3;59.6
"3015 Skiptvet";"80 år eller eldre";"Grunnskolenivå";66.7;52.7
"3015 Skiptvet";"80 år eller eldre";"Videregående skolenivå";80.8;73.0
"3015 Skiptvet";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3015 Skiptvet";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"3016 Rakkestad";"Alder i alt";"Utdanningsnivå i alt";58.8;64.5
"3016 Rakkestad";"Alder i alt";"Grunnskolenivå";47.9;49.8
"3016 Rakkestad";"Alder i alt";"Videregående skolenivå";66.5;70.4
"3016 Rakkestad";"Alder i alt";"Universitets- og høgskolenivå";78.2;80.4
"3016 Rakkestad";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";13.3;16.8
"3016 Rakkestad";"18-19 år";"Utdanningsnivå i alt";55.8;58.4
"3016 Rakkestad";"18-19 år";"Grunnskolenivå";56.3;60.2
"3016 Rakkestad";"18-19 år";"Videregående skolenivå";..;.
"3016 Rakkestad";"18-19 år";"Universitets- og høgskolenivå";.;.
"3016 Rakkestad";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;..
"3016 Rakkestad";"20-24 år";"Utdanningsnivå i alt";46.5;49.6
"3016 Rakkestad";"20-24 år";"Grunnskolenivå";35.5;29.5
"3016 Rakkestad";"20-24 år";"Videregående skolenivå";53.7;57.7
"3016 Rakkestad";"20-24 år";"Universitets- og høgskolenivå";:;:
"3016 Rakkestad";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"3016 Rakkestad";"25-44 år";"Utdanningsnivå i alt";45.1;56.1
"3016 Rakkestad";"25-44 år";"Grunnskolenivå";29.3;36.2
"3016 Rakkestad";"25-44 år";"Videregående skolenivå";55.6;59.9
"3016 Rakkestad";"25-44 år";"Universitets- og høgskolenivå";63.7;74.0
"3016 Rakkestad";"25-44 år";"Uoppgitt eller ingen fullført utdanning";10.9;11.9
"3016 Rakkestad";"45-66 år";"Utdanningsnivå i alt";61.9;68.9
"3016 Rakkestad";"45-66 år";"Grunnskolenivå";51.0;50.5
"3016 Rakkestad";"45-66 år";"Videregående skolenivå";67.6;72.6
"3016 Rakkestad";"45-66 år";"Universitets- og høgskolenivå";86.9;88.8
"3016 Rakkestad";"45-66 år";"Uoppgitt eller ingen fullført utdanning";11.9;26.2
"3016 Rakkestad";"67-79 år";"Utdanningsnivå i alt";79.1;77.1
"3016 Rakkestad";"67-79 år";"Grunnskolenivå";70.3;66.0
"3016 Rakkestad";"67-79 år";"Videregående skolenivå";82.5;82.0
"3016 Rakkestad";"67-79 år";"Universitets- og høgskolenivå";86.8;86.8
"3016 Rakkestad";"67-79 år";"Uoppgitt eller ingen fullført utdanning";50.0;27.3
"3016 Rakkestad";"80 år eller eldre";"Utdanningsnivå i alt";68.3;61.8
"3016 Rakkestad";"80 år eller eldre";"Grunnskolenivå";56.6;53.5
"3016 Rakkestad";"80 år eller eldre";"Videregående skolenivå";80.0;69.5
"3016 Rakkestad";"80 år eller eldre";"Universitets- og høgskolenivå";87.5;66.7
"3016 Rakkestad";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;16.7
"3017 Råde";"Alder i alt";"Utdanningsnivå i alt";59.6;65.9
"3017 Råde";"Alder i alt";"Grunnskolenivå";45.6;52.0
"3017 Råde";"Alder i alt";"Videregående skolenivå";63.1;70.1
"3017 Råde";"Alder i alt";"Universitets- og høgskolenivå";80.2;77.5
"3017 Råde";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";17.5;24.4
"3017 Råde";"18-19 år";"Utdanningsnivå i alt";59.8;60.8
"3017 Råde";"18-19 år";"Grunnskolenivå";59.8;60.8
"3017 Råde";"18-19 år";"Videregående skolenivå";.;.
"3017 Råde";"18-19 år";"Universitets- og høgskolenivå";.;.
"3017 Råde";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3017 Råde";"20-24 år";"Utdanningsnivå i alt";40.3;41.7
"3017 Råde";"20-24 år";"Grunnskolenivå";37.2;25.0
"3017 Råde";"20-24 år";"Videregående skolenivå";39.6;44.2
"3017 Råde";"20-24 år";"Universitets- og høgskolenivå";:;:
"3017 Råde";"20-24 år";"Uoppgitt eller ingen fullført utdanning";33.3;..
"3017 Råde";"25-44 år";"Utdanningsnivå i alt";47.3;57.7
"3017 Råde";"25-44 år";"Grunnskolenivå";26.4;34.8
"3017 Råde";"25-44 år";"Videregående skolenivå";52.0;56.5
"3017 Råde";"25-44 år";"Universitets- og høgskolenivå";70.7;71.8
"3017 Råde";"25-44 år";"Uoppgitt eller ingen fullført utdanning";19.4;22.9
"3017 Råde";"45-66 år";"Utdanningsnivå i alt";63.3;72.2
"3017 Råde";"45-66 år";"Grunnskolenivå";50.9;58.6
"3017 Råde";"45-66 år";"Videregående skolenivå";64.7;75.3
"3017 Råde";"45-66 år";"Universitets- og høgskolenivå";83.8;81.6
"3017 Råde";"45-66 år";"Uoppgitt eller ingen fullført utdanning";12.0;30.0
"3017 Råde";"67-79 år";"Utdanningsnivå i alt";78.8;79.7
"3017 Råde";"67-79 år";"Grunnskolenivå";62.0;65.4
"3017 Råde";"67-79 år";"Videregående skolenivå";81.8;84.3
"3017 Råde";"67-79 år";"Universitets- og høgskolenivå";93.1;92.9
"3017 Råde";"67-79 år";"Uoppgitt eller ingen fullført utdanning";14.3;40.0
"3017 Råde";"80 år eller eldre";"Utdanningsnivå i alt";65.4;54.5
"3017 Råde";"80 år eller eldre";"Grunnskolenivå";45.5;42.9
"3017 Råde";"80 år eller eldre";"Videregående skolenivå";70.7;65.1
"3017 Råde";"80 år eller eldre";"Universitets- og høgskolenivå";82.1;65.4
"3017 Råde";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";50.0;..
"3018 Våler (Viken)";"Alder i alt";"Utdanningsnivå i alt";60.4;66.2
"3018 Våler (Viken)";"Alder i alt";"Grunnskolenivå";49.6;58.0
"3018 Våler (Viken)";"Alder i alt";"Videregående skolenivå";64.6;68.9
"3018 Våler (Viken)";"Alder i alt";"Universitets- og høgskolenivå";76.4;75.5
"3018 Våler (Viken)";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";16.4;21.0
"3018 Våler (Viken)";"18-19 år";"Utdanningsnivå i alt";65.6;55.6
"3018 Våler (Viken)";"18-19 år";"Grunnskolenivå";65.6;54.8
"3018 Våler (Viken)";"18-19 år";"Videregående skolenivå";.;100.0
"3018 Våler (Viken)";"18-19 år";"Universitets- og høgskolenivå";.;.
"3018 Våler (Viken)";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3018 Våler (Viken)";"20-24 år";"Utdanningsnivå i alt";41.2;46.3
"3018 Våler (Viken)";"20-24 år";"Grunnskolenivå";27.3;38.5
"3018 Våler (Viken)";"20-24 år";"Videregående skolenivå";51.8;49.3
"3018 Våler (Viken)";"20-24 år";"Universitets- og høgskolenivå";:;:
"3018 Våler (Viken)";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;20.0
"3018 Våler (Viken)";"25-44 år";"Utdanningsnivå i alt";52.0;59.3
"3018 Våler (Viken)";"25-44 år";"Grunnskolenivå";39.1;52.5
"3018 Våler (Viken)";"25-44 år";"Videregående skolenivå";55.4;56.9
"3018 Våler (Viken)";"25-44 år";"Universitets- og høgskolenivå";74.2;70.7
"3018 Våler (Viken)";"25-44 år";"Uoppgitt eller ingen fullført utdanning";15.9;22.0
"3018 Våler (Viken)";"45-66 år";"Utdanningsnivå i alt";65.2;72.6
"3018 Våler (Viken)";"45-66 år";"Grunnskolenivå";53.4;62.1
"3018 Våler (Viken)";"45-66 år";"Videregående skolenivå";70.0;74.6
"3018 Våler (Viken)";"45-66 år";"Universitets- og høgskolenivå";76.0;84.3
"3018 Våler (Viken)";"45-66 år";"Uoppgitt eller ingen fullført utdanning";20.0;22.7
"3018 Våler (Viken)";"67-79 år";"Utdanningsnivå i alt";79.3;80.1
"3018 Våler (Viken)";"67-79 år";"Grunnskolenivå";70.3;69.4
"3018 Våler (Viken)";"67-79 år";"Videregående skolenivå";80.1;83.9
"3018 Våler (Viken)";"67-79 år";"Universitets- og høgskolenivå";88.9;85.5
"3018 Våler (Viken)";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;..
"3018 Våler (Viken)";"80 år eller eldre";"Utdanningsnivå i alt";59.3;60.9
"3018 Våler (Viken)";"80 år eller eldre";"Grunnskolenivå";57.1;51.6
"3018 Våler (Viken)";"80 år eller eldre";"Videregående skolenivå";60.4;75.6
"3018 Våler (Viken)";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3018 Våler (Viken)";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"3019 Vestby";"Alder i alt";"Utdanningsnivå i alt";62.3;67.7
"3019 Vestby";"Alder i alt";"Grunnskolenivå";47.3;55.0
"3019 Vestby";"Alder i alt";"Videregående skolenivå";65.9;70.3
"3019 Vestby";"Alder i alt";"Universitets- og høgskolenivå";78.7;77.1
"3019 Vestby";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";12.2;20.4
"3019 Vestby";"18-19 år";"Utdanningsnivå i alt";54.6;64.6
"3019 Vestby";"18-19 år";"Grunnskolenivå";55.4;65.5
"3019 Vestby";"18-19 år";"Videregående skolenivå";100.0;..
"3019 Vestby";"18-19 år";"Universitets- og høgskolenivå";.;.
"3019 Vestby";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;..
"3019 Vestby";"20-24 år";"Utdanningsnivå i alt";41.4;50.4
"3019 Vestby";"20-24 år";"Grunnskolenivå";30.0;41.3
"3019 Vestby";"20-24 år";"Videregående skolenivå";47.7;54.1
"3019 Vestby";"20-24 år";"Universitets- og høgskolenivå";:;:
"3019 Vestby";"20-24 år";"Uoppgitt eller ingen fullført utdanning";6.7;5.0
"3019 Vestby";"25-44 år";"Utdanningsnivå i alt";47.0;58.0
"3019 Vestby";"25-44 år";"Grunnskolenivå";30.6;38.5
"3019 Vestby";"25-44 år";"Videregående skolenivå";49.3;56.8
"3019 Vestby";"25-44 år";"Universitets- og høgskolenivå";68.7;71.0
"3019 Vestby";"25-44 år";"Uoppgitt eller ingen fullført utdanning";12.4;16.0
"3019 Vestby";"45-66 år";"Utdanningsnivå i alt";70.3;74.0
"3019 Vestby";"45-66 år";"Grunnskolenivå";56.6;58.9
"3019 Vestby";"45-66 år";"Videregående skolenivå";72.4;75.0
"3019 Vestby";"45-66 år";"Universitets- og høgskolenivå";82.6;81.3
"3019 Vestby";"45-66 år";"Uoppgitt eller ingen fullført utdanning";11.0;42.6
"3019 Vestby";"67-79 år";"Utdanningsnivå i alt";81.4;81.1
"3019 Vestby";"67-79 år";"Grunnskolenivå";70.0;70.0
"3019 Vestby";"67-79 år";"Videregående skolenivå";83.3;81.4
"3019 Vestby";"67-79 år";"Universitets- og høgskolenivå";87.7;92.1
"3019 Vestby";"67-79 år";"Uoppgitt eller ingen fullført utdanning";21.7;9.1
"3019 Vestby";"80 år eller eldre";"Utdanningsnivå i alt";75.1;63.6
"3019 Vestby";"80 år eller eldre";"Grunnskolenivå";64.9;53.3
"3019 Vestby";"80 år eller eldre";"Videregående skolenivå";75.7;73.6
"3019 Vestby";"80 år eller eldre";"Universitets- og høgskolenivå";83.1;65.3
"3019 Vestby";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;20.0
"3020 Nordre Follo";"Alder i alt";"Utdanningsnivå i alt";67.6;71.7
"3020 Nordre Follo";"Alder i alt";"Grunnskolenivå";50.5;58.7
"3020 Nordre Follo";"Alder i alt";"Videregående skolenivå";69.1;71.5
"3020 Nordre Follo";"Alder i alt";"Universitets- og høgskolenivå";81.9;81.9
"3020 Nordre Follo";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";19.7;24.5
"3020 Nordre Follo";"18-19 år";"Utdanningsnivå i alt";58.8;69.6
"3020 Nordre Follo";"18-19 år";"Grunnskolenivå";59.6;70.8
"3020 Nordre Follo";"18-19 år";"Videregående skolenivå";66.7;100.0
"3020 Nordre Follo";"18-19 år";"Universitets- og høgskolenivå";.;.
"3020 Nordre Follo";"18-19 år";"Uoppgitt eller ingen fullført utdanning";13.3;16.7
"3020 Nordre Follo";"20-24 år";"Utdanningsnivå i alt";44.7;55.4
"3020 Nordre Follo";"20-24 år";"Grunnskolenivå";31.9;47.2
"3020 Nordre Follo";"20-24 år";"Videregående skolenivå";48.7;57.9
"3020 Nordre Follo";"20-24 år";"Universitets- og høgskolenivå";:;:
"3020 Nordre Follo";"20-24 år";"Uoppgitt eller ingen fullført utdanning";18.5;13.6
"3020 Nordre Follo";"25-44 år";"Utdanningsnivå i alt";55.1;63.3
"3020 Nordre Follo";"25-44 år";"Grunnskolenivå";34.1;42.9
"3020 Nordre Follo";"25-44 år";"Videregående skolenivå";56.3;57.5
"3020 Nordre Follo";"25-44 år";"Universitets- og høgskolenivå";72.3;75.5
"3020 Nordre Follo";"25-44 år";"Uoppgitt eller ingen fullført utdanning";18.9;23.1
"3020 Nordre Follo";"45-66 år";"Utdanningsnivå i alt";76.2;79.1
"3020 Nordre Follo";"45-66 år";"Grunnskolenivå";60.4;61.3
"3020 Nordre Follo";"45-66 år";"Videregående skolenivå";75.9;78.1
"3020 Nordre Follo";"45-66 år";"Universitets- og høgskolenivå";87.4;87.8
"3020 Nordre Follo";"45-66 år";"Uoppgitt eller ingen fullført utdanning";20.1;30.4
"3020 Nordre Follo";"67-79 år";"Utdanningsnivå i alt";84.1;81.8
"3020 Nordre Follo";"67-79 år";"Grunnskolenivå";72.2;70.8
"3020 Nordre Follo";"67-79 år";"Videregående skolenivå";84.1;81.6
"3020 Nordre Follo";"67-79 år";"Universitets- og høgskolenivå";90.0;90.6
"3020 Nordre Follo";"67-79 år";"Uoppgitt eller ingen fullført utdanning";18.6;34.8
"3020 Nordre Follo";"80 år eller eldre";"Utdanningsnivå i alt";74.2;63.4
"3020 Nordre Follo";"80 år eller eldre";"Grunnskolenivå";62.5;53.7
"3020 Nordre Follo";"80 år eller eldre";"Videregående skolenivå";73.3;65.1
"3020 Nordre Follo";"80 år eller eldre";"Universitets- og høgskolenivå";81.8;75.6
"3020 Nordre Follo";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";47.8;15.8
"3021 Ås";"Alder i alt";"Utdanningsnivå i alt";61.7;67.4
"3021 Ås";"Alder i alt";"Grunnskolenivå";45.7;53.6
"3021 Ås";"Alder i alt";"Videregående skolenivå";63.3;67.4
"3021 Ås";"Alder i alt";"Universitets- og høgskolenivå";75.7;77.7
"3021 Ås";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";14.1;20.5
"3021 Ås";"18-19 år";"Utdanningsnivå i alt";51.6;62.5
"3021 Ås";"18-19 år";"Grunnskolenivå";51.9;63.1
"3021 Ås";"18-19 år";"Videregående skolenivå";.;100.0
"3021 Ås";"18-19 år";"Universitets- og høgskolenivå";.;.
"3021 Ås";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;20.0
"3021 Ås";"20-24 år";"Utdanningsnivå i alt";46.3;59.2
"3021 Ås";"20-24 år";"Grunnskolenivå";25.6;36.1
"3021 Ås";"20-24 år";"Videregående skolenivå";52.1;59.2
"3021 Ås";"20-24 år";"Universitets- og høgskolenivå";:;:
"3021 Ås";"20-24 år";"Uoppgitt eller ingen fullført utdanning";11.8;16.7
"3021 Ås";"25-44 år";"Utdanningsnivå i alt";50.5;58.6
"3021 Ås";"25-44 år";"Grunnskolenivå";36.6;39.9
"3021 Ås";"25-44 år";"Videregående skolenivå";49.7;49.4
"3021 Ås";"25-44 år";"Universitets- og høgskolenivå";65.5;70.6
"3021 Ås";"25-44 år";"Uoppgitt eller ingen fullført utdanning";12.1;20.9
"3021 Ås";"45-66 år";"Utdanningsnivå i alt";69.4;74.1
"3021 Ås";"45-66 år";"Grunnskolenivå";52.7;56.9
"3021 Ås";"45-66 år";"Videregående skolenivå";69.1;73.2
"3021 Ås";"45-66 år";"Universitets- og høgskolenivå";83.3;84.2
"3021 Ås";"45-66 år";"Uoppgitt eller ingen fullført utdanning";16.6;22.2
"3021 Ås";"67-79 år";"Utdanningsnivå i alt";84.0;83.3
"3021 Ås";"67-79 år";"Grunnskolenivå";70.3;69.7
"3021 Ås";"67-79 år";"Videregående skolenivå";82.5;82.8
"3021 Ås";"67-79 år";"Universitets- og høgskolenivå";92.2;94.6
"3021 Ås";"67-79 år";"Uoppgitt eller ingen fullført utdanning";26.7;23.5
"3021 Ås";"80 år eller eldre";"Utdanningsnivå i alt";77.3;64.6
"3021 Ås";"80 år eller eldre";"Grunnskolenivå";65.9;54.3
"3021 Ås";"80 år eller eldre";"Videregående skolenivå";75.7;69.8
"3021 Ås";"80 år eller eldre";"Universitets- og høgskolenivå";82.9;75.8
"3021 Ås";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";40.0;6.7
"3022 Frogn";"Alder i alt";"Utdanningsnivå i alt";68.3;72.0
"3022 Frogn";"Alder i alt";"Grunnskolenivå";53.1;59.6
"3022 Frogn";"Alder i alt";"Videregående skolenivå";69.6;72.5
"3022 Frogn";"Alder i alt";"Universitets- og høgskolenivå";81.9;80.6
"3022 Frogn";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";18.2;28.1
"3022 Frogn";"18-19 år";"Utdanningsnivå i alt";50.0;72.8
"3022 Frogn";"18-19 år";"Grunnskolenivå";50.5;74.4
"3022 Frogn";"18-19 år";"Videregående skolenivå";.;.
"3022 Frogn";"18-19 år";"Universitets- og høgskolenivå";.;.
"3022 Frogn";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;..
"3022 Frogn";"20-24 år";"Utdanningsnivå i alt";40.8;52.5
"3022 Frogn";"20-24 år";"Grunnskolenivå";34.9;46.3
"3022 Frogn";"20-24 år";"Videregående skolenivå";44.1;53.9
"3022 Frogn";"20-24 år";"Universitets- og høgskolenivå";:;:
"3022 Frogn";"20-24 år";"Uoppgitt eller ingen fullført utdanning";15.0;5.9
"3022 Frogn";"25-44 år";"Utdanningsnivå i alt";53.9;62.0
"3022 Frogn";"25-44 år";"Grunnskolenivå";39.6;39.5
"3022 Frogn";"25-44 år";"Videregående skolenivå";55.6;60.3
"3022 Frogn";"25-44 år";"Universitets- og høgskolenivå";70.9;72.8
"3022 Frogn";"25-44 år";"Uoppgitt eller ingen fullført utdanning";14.1;29.3
"3022 Frogn";"45-66 år";"Utdanningsnivå i alt";75.8;77.9
"3022 Frogn";"45-66 år";"Grunnskolenivå";62.7;63.7
"3022 Frogn";"45-66 år";"Videregående skolenivå";77.0;76.7
"3022 Frogn";"45-66 år";"Universitets- og høgskolenivå";84.9;85.4
"3022 Frogn";"45-66 år";"Uoppgitt eller ingen fullført utdanning";21.7;34.6
"3022 Frogn";"67-79 år";"Utdanningsnivå i alt";84.2;82.6
"3022 Frogn";"67-79 år";"Grunnskolenivå";73.2;71.2
"3022 Frogn";"67-79 år";"Videregående skolenivå";81.5;83.4
"3022 Frogn";"67-79 år";"Universitets- og høgskolenivå";94.5;89.3
"3022 Frogn";"67-79 år";"Uoppgitt eller ingen fullført utdanning";15.4;25.0
"3022 Frogn";"80 år eller eldre";"Utdanningsnivå i alt";75.2;61.0
